,year,country,school_id,student_id,mother_educ,father_educ,gender,computer,internet,math,read,science,stu_wgt,desk,room,dishwasher,television,computer_n,car,book,wealth,escs
49,2000,GRC,11018,616,NA,NA,female,NA,no,NA,527.12,547.1,70.7571,yes,yes,no,3+,0,1,11-50,-0.36,0.307417232874764
50,2000,GRC,11018,631,NA,NA,male,NA,no,NA,505.95,526.39,70.7571,yes,yes,yes,3+,1,2,51-100,0.34,1.0000399768462
51,2000,GRC,11018,641,NA,NA,female,NA,no,NA,647.45,608.64,70.7571,yes,yes,yes,3+,1,1,11-50,-0.12,-1.20516431467331
52,2000,GRC,11020,655,NA,NA,male,NA,no,NA,485.95,474.07,81.9,yes,no,yes,3+,1,1,101-250,-0.36,-0.32003447810878
53,2000,GRC,11020,667,NA,NA,female,NA,no,NA,488.68,473.17,81.9,yes,no,yes,3+,1,2,51-100,0.34,0.690082763323182
54,2000,GRC,11027,678,NA,NA,female,NA,no,NA,424.41,379.32,39.5572,yes,yes,no,2,1,1,11-50,-0.36,-0.485722357617859
55,2000,GRC,11027,693,NA,NA,female,NA,yes,411.36,506.03,479.17,39.5572,yes,yes,yes,2,1,1,11-50,0.59,0.638659121596026
56,2000,GRC,11027,703,NA,NA,female,NA,no,NA,311.44,365.83,39.5572,yes,no,yes,2,0,1,11-50,-1.13,-1.0346932586443
57,2000,GRC,11029,717,NA,NA,female,NA,no,512.11,633.29,637.94,57.85,yes,yes,yes,2,0,1,51-100,-0.85,-0.217690738021507
58,2000,GRC,11029,734,NA,NA,male,NA,no,528.1,557.8,516.99,57.85,yes,yes,yes,3+,1,1,101-250,0.59,0.717662992208653
59,2000,GRC,11034,747,NA,NA,female,NA,yes,332.72,346.92,341.09,28.4143,yes,yes,no,2,1,1,51-100,-0.6,-0.00259170083698659
60,2000,GRC,11034,759,NA,NA,male,NA,yes,NA,322.05,298.32,28.4143,yes,yes,no,3+,1,1,51-100,0.34,-0.239569936509654
61,2000,GRC,11034,771,NA,NA,male,NA,yes,NA,305.08,256.67,28.4143,yes,yes,yes,2,1,0,1-10,-0.6,0.383121636655443
62,2000,GRC,11038,783,NA,NA,female,NA,yes,397.59,375.1,366.34,23.4,yes,yes,yes,2,2,2,11-50,1.14,0.576079923329175
63,2000,GRC,11042,793,NA,NA,female,NA,no,NA,547.76,620.21,37.2272,yes,no,yes,2,1,1,101-250,-0.6,0.834352097337124
64,2000,GRC,11042,804,NA,NA,female,NA,no,NA,548.38,421.01,37.2272,yes,yes,yes,3+,0,1,51-100,-0.36,1.4262693577517
65,2000,GRC,11042,816,NA,NA,female,NA,no,NA,632.91,611.34,37.2272,yes,yes,yes,2,0,1,251-500,-0.6,0.493892587020921
66,2000,GRC,11044,831,NA,NA,female,NA,no,424.33,493.31,475.56,47.3571,yes,yes,yes,2,0,1,more than 500,-0.6,1.09152783880812
67,2000,GRC,11044,848,NA,NA,female,NA,no,NA,342.34,402.81,47.3571,yes,no,no,3+,0,1,11-50,-1.13,-1.00913337989145
68,2000,GRC,11046,860,NA,NA,male,NA,yes,NA,553.83,511.21,20.1724,yes,yes,NA,0,0,0,51-100,-2.17,-0.553595372528103
69,2000,GRC,11046,872,NA,NA,male,NA,no,NA,536.56,425.52,20.1724,yes,no,no,1,0,0,51-100,-1.46,0.0978263846107867
70,2000,GRC,11046,885,NA,NA,male,NA,yes,NA,564.39,496.59,20.1724,yes,yes,no,3+,1,1,more than 500,0.59,1.93783898588876
71,2000,GRC,11048,895,NA,NA,female,NA,yes,NA,528.67,530.9,46.8,yes,no,yes,2,1,2,51-100,-0.12,-0.985185757347833
72,2000,GRC,11048,906,NA,NA,male,NA,yes,543.4,600.56,552.24,46.8,yes,yes,yes,3+,2,1,251-500,1.14,1.63359342093248
73,2000,GRC,11055,926,NA,NA,female,NA,yes,NA,473.84,467.91,30.0857,yes,no,yes,2,1,0,51-100,-0.6,-0.166946591085312
74,2000,GRC,11055,939,NA,NA,female,NA,no,457.12,455.99,424.08,30.0857,yes,no,yes,2,1,2,1-10,0.11,0.399227602169252
75,2000,GRC,11055,948,NA,NA,female,NA,no,377.75,419.64,452.94,30.0857,yes,no,no,2,0,1,11-50,-0.85,-0.95108850574155
76,2000,GRC,11057,960,NA,NA,female,NA,NA,363.28,420.59,401.59,46.2429,yes,yes,yes,3+,0,1,none,-0.13,-1.58427924866123
77,2000,GRC,11057,975,NA,NA,male,NA,no,NA,439.3,443.56,46.2429,yes,yes,yes,2,0,0,51-100,-0.85,-1.51398047222708
78,2000,GRC,11057,985,NA,NA,female,NA,no,NA,505.95,467.76,46.2429,yes,no,yes,2,0,2,51-100,-0.36,0.653728604860483
79,2000,GRC,11063,1001,NA,NA,female,NA,no,571.64,596.02,642.45,69.6429,yes,no,no,3+,1,2,251-500,-0.12,1.5976752286334
80,2000,GRC,11063,1014,NA,NA,male,NA,yes,NA,587.75,586.83,69.6429,yes,yes,yes,1,1,2,51-100,0.34,1.5976752286334
81,2000,GRC,11063,1026,NA,NA,female,NA,no,NA,606.84,618.4,69.6429,yes,yes,yes,2,1,2,more than 500,-0.12,0.374806627012957
82,2000,GRC,11067,1037,NA,NA,male,NA,yes,476.23,572.39,548.63,36.706,yes,no,no,3+,1,0,101-250,-0.6,0.126982377433798
83,2000,GRC,11067,1048,NA,NA,female,NA,no,438.8,502.35,487.22,36.706,yes,yes,no,1,0,1,51-100,-1.46,-0.635341923141886
84,2000,GRC,11068,1062,NA,NA,male,NA,no,NA,563.21,506.55,83.5715,no,no,yes,3+,0,1,1-10,-0.57,-0.849431232348779
85,2000,GRC,11068,1071,NA,NA,male,NA,NA,NA,478.95,454.19,83.5715,yes,yes,yes,2,0,2,1-10,-0.13,-0.0504538488466119
86,2000,GRC,11068,1085,NA,NA,male,NA,no,NA,355.07,403.71,83.5715,yes,yes,no,2,0,1,11-50,-1.13,-0.301516330860175
87,2000,GRC,11069,1098,NA,NA,female,NA,no,NA,370.79,306.25,87.4714,yes,no,yes,1,0,2,101-250,-0.6,0.520531923327515
88,2000,GRC,11069,1110,NA,NA,male,NA,yes,445.71,452.41,424.15,87.4714,yes,yes,no,2,1,1,101-250,0.11,-0.467468514480415
89,2000,GRC,11069,1124,NA,NA,male,NA,no,414.41,471.5,504.43,87.4714,yes,yes,no,2,0,0,101-250,-1.46,-0.297608746941288
90,2000,GRC,11071,1136,NA,NA,male,NA,yes,468.6,510.58,622.6,32.3143,yes,no,yes,1,1,1,more than 500,-0.36,0.691937794209213
91,2000,GRC,11071,1150,NA,NA,male,NA,no,NA,535.04,644.56,32.3143,yes,yes,no,3+,1,2,251-500,-0.36,0.180261050046986
92,2000,GRC,11071,1163,NA,NA,female,NA,no,492.23,482.35,424.08,32.3143,yes,yes,no,2,0,1,101-250,-1.13,-0.961607807874363
93,2000,GRC,11072,1178,NA,NA,male,NA,yes,NA,314.43,295.43,19.4999,yes,yes,no,3+,1,3+,101-250,0.59,1.21857690561073
94,2000,GRC,11072,1190,NA,NA,female,NA,no,334.24,312.38,406.04,19.4999,yes,yes,yes,3+,1,1,101-250,0.59,0.215802737599185
95,2000,GRC,11077,1202,NA,NA,female,NA,no,NA,607.11,515.53,79.6714,yes,yes,no,1,1,1,51-100,-1.13,-0.0765092800327182
96,2000,GRC,11077,1215,NA,NA,female,NA,no,NA,575.3,512.82,79.6714,yes,no,yes,2,0,2,51-100,-0.6,0.726898482964169
97,2000,GRC,11078,1229,NA,NA,female,NA,no,515.16,547.85,528.79,60.7286,yes,yes,yes,3+,0,1,11-50,-0.6,-0.764019732266092
98,2000,GRC,11078,1242,NA,NA,female,NA,no,NA,585.03,561.57,60.7286,no,no,no,2,0,1,51-100,-1.84,-0.918918291822986
99,2000,GRC,11078,1254,NA,NA,female,NA,no,NA,555.94,534.51,60.7286,yes,no,no,3+,1,1,11-50,-0.36,-0.539001030231046
100,2000,GRC,11082,1267,NA,NA,male,NA,no,NA,651.99,444.46,25.0715,yes,no,no,3+,0,1,51-100,-1.13,0.143367609896099
101,2000,GRC,11082,1279,NA,NA,female,NA,no,NA,479.3,365.98,25.0715,yes,yes,no,3+,1,1,more than 500,-0.12,0.263853382417681
102,2000,GRC,11082,1292,NA,NA,male,NA,no,NA,418.05,457.8,25.0715,yes,yes,yes,3+,0,2,101-250,0.34,0.1839353734979
103,2000,GRC,11086,1304,NA,NA,female,NA,no,417.43,430.54,460.16,31.5441,yes,no,no,2,0,2,101-250,-0.85,-0.352589816805677
104,2000,GRC,11086,1316,NA,NA,female,NA,no,325.11,368.79,350.18,31.5441,yes,yes,no,3+,0,1,11-50,-0.85,-0.93206136649739
105,2000,GRC,11086,1331,NA,NA,female,NA,no,196.13,344.24,310.48,31.5441,yes,yes,yes,3+,0,0,51-100,-0.12,-0.0328536404057643
106,2000,GRC,11092,1346,NA,NA,female,NA,no,NA,553.22,550.75,21.9375,yes,yes,no,1,0,1,101-250,-0.6,0.434762052738217
107,2000,GRC,11092,1358,NA,NA,male,NA,no,413.62,312.38,286.96,21.9375,yes,yes,yes,1,0,1,11-50,-1.13,-0.0124090845671053
108,2000,GRC,11093,1373,NA,NA,female,NA,no,547.18,675.96,614.41,73.125,yes,yes,yes,2,0,2,101-250,-0.12,0.745216466822401
109,2000,GRC,11093,1385,NA,NA,male,NA,yes,NA,520.49,541.73,73.125,yes,yes,yes,3+,1,2,NA,0.34,1.2131750787648
110,2000,GRC,11094,1396,NA,NA,female,NA,no,653.27,566.88,606.3,24.9097,yes,no,yes,3+,1,2,51-100,0.11,0.573810595940702
111,2000,GRC,11094,1412,NA,NA,female,NA,no,NA,560.19,488.66,24.9097,yes,yes,no,3+,1,0,51-100,-0.6,-0.566536635684219
112,2000,GRC,11094,1423,NA,NA,female,NA,no,NA,478.68,513.76,24.9097,yes,yes,no,2,0,0,51-100,-1.13,0.124465720917381
113,2000,GRC,11095,1435,NA,NA,male,NA,no,296.84,449.63,235.54,44.6612,yes,yes,yes,1,0,0,51-100,-1.46,-0.107074069418774
114,2000,GRC,11095,1444,NA,NA,female,NA,yes,438.8,493.26,435.8,44.6612,yes,yes,yes,2,1,1,101-250,-0.12,1.05553701060969
115,2000,GRC,11096,1461,NA,NA,male,NA,no,643.35,660.51,635.16,29.5286,yes,no,yes,2,0,2,251-500,-0.36,0.860991433643718
116,2000,GRC,11096,1475,NA,NA,female,NA,no,615.14,536.94,593.73,29.5286,yes,yes,yes,3+,0,1,51-100,-0.36,-0.139410985632139
117,2000,GRC,11096,1488,NA,NA,female,NA,yes,607.48,659.6,608.1,29.5286,yes,yes,yes,2,1,1,more than 500,0.11,-0.0015990880693789
118,2000,GRC,11100,1502,NA,NA,male,NA,no,482.34,410.6,492.7,76.6552,yes,yes,yes,3+,1,1,11-50,0.11,-1.04431629163054
119,2000,GRC,11100,1511,NA,NA,female,NA,yes,NA,409.31,387.63,76.6552,yes,yes,yes,3+,1,2,11-50,0.11,-1.50976686708797
120,2000,GRC,11101,1523,NA,NA,female,NA,no,NA,537.47,588.79,69.9937,yes,no,no,2,1,2,11-50,-0.6,0.567958734271186
121,2000,GRC,11101,1532,NA,NA,male,NA,yes,NA,469.86,428.03,69.9937,yes,yes,yes,3+,1,1,101-250,0.34,0.428085299626144
122,2000,GRC,11101,1542,NA,NA,male,NA,no,511.31,494.17,567.51,69.9937,yes,yes,yes,2,0,1,more than 500,-0.85,-1.0627500115454
123,2000,GRC,11107,1558,NA,NA,female,NA,no,NA,453.85,341.62,20.0572,yes,yes,no,2,0,1,11-50,-0.6,-1.64717715376005
124,2000,GRC,11107,1571,NA,NA,female,NA,no,NA,347.15,378.42,20.0572,yes,yes,no,2,0,1,11-50,-0.6,0.914270106256905
125,2000,GRC,11107,1582,NA,NA,male,NA,yes,NA,417.78,382.06,20.0572,yes,yes,no,2,1,1,none,0.11,-0.125560278846831
126,2000,GRC,11124,1591,NA,NA,female,NA,no,499.13,526.03,499.92,39.0001,yes,no,yes,2,0,1,11-50,-0.36,-0.458250892885473
127,2000,GRC,11124,1610,NA,NA,female,NA,no,NA,542.58,429.83,39.0001,yes,no,yes,3+,1,1,251-500,0.11,-0.175267943533675
128,2000,GRC,11126,1620,NA,NA,male,NA,yes,489.18,505.08,512.48,46.3126,yes,yes,yes,3+,1,1,51-100,0.59,-0.268933343714194
129,2000,GRC,11126,1634,NA,NA,male,NA,yes,NA,432.33,531.81,46.3126,yes,yes,no,2,1,2,11-50,-0.12,-0.212645004456613
130,2000,GRC,11126,1642,NA,NA,male,NA,no,558.66,507.85,667.7,46.3126,yes,yes,no,3+,0,1,251-500,-0.12,-0.0420712620007058
131,2000,GRC,11127,1655,NA,NA,female,NA,no,NA,509.29,551.81,42.8999,yes,yes,no,1,0,1,51-100,-0.85,0.833455828190545
132,2000,GRC,11127,1665,NA,NA,male,NA,yes,NA,376.59,397.55,42.8999,yes,yes,yes,2,2,1,more than 500,0.34,1.3451147031922
133,2000,GRC,11127,1682,NA,NA,female,NA,yes,609.04,559.66,623.5,42.8999,yes,yes,yes,3+,1,1,11-50,0.34,0.558741112676244
134,2000,GRC,11129,1694,NA,NA,male,NA,no,493.76,485.08,470.08,33.4285,yes,yes,yes,3+,0,1,51-100,-0.36,-0.815015095434145
135,2000,GRC,11129,1709,NA,NA,male,NA,no,NA,478.39,326.29,33.4285,yes,no,no,2,1,1,101-250,-1.46,-0.111133392795132
136,2000,GRC,11132,1718,NA,NA,female,NA,no,535.74,472.36,387.99,59.0735,yes,no,no,2,0,1,51-100,-1.13,-0.643920118927008
137,2000,GRC,11132,1728,NA,NA,female,NA,yes,NA,429.6,404.61,59.0735,yes,yes,yes,2,2,2,11-50,1.14,0.671043203546963
138,2000,GRC,11132,1744,NA,NA,male,NA,no,NA,471.68,462.31,59.0735,yes,yes,no,2,0,1,11-50,-0.85,0.063449600976318
139,2000,GRC,11133,1755,NA,NA,male,NA,yes,NA,424.76,336.21,45.0938,yes,no,no,1,3+,0,101-250,-0.36,-1.4889793924509
140,2000,GRC,11133,1767,NA,NA,male,NA,yes,NA,398.4,474.23,45.0938,yes,no,yes,2,1,3+,51-100,0.11,-0.720957511968439
141,2000,GRC,11140,1784,NA,NA,female,NA,yes,NA,554.39,410.89,121.4066,yes,yes,yes,3+,2,2,251-500,1.46,1.42337024361511
142,2000,GRC,11140,1800,NA,NA,male,NA,yes,592.25,545.12,651.47,121.4066,yes,yes,yes,3+,3+,3+,more than 500,3.38,2.80466226601147
143,2000,GRC,11140,1812,NA,NA,female,NA,yes,NA,582.01,571.65,121.4066,yes,yes,yes,3+,2,3+,more than 500,2.36,1.94081594538814
144,2000,GRC,11143,1823,NA,NA,male,NA,yes,472.39,504.17,439.41,39.0001,yes,yes,yes,2,1,1,none,0.11,-0.0328536404057643
145,2000,GRC,11143,1838,NA,NA,female,NA,yes,600.64,568.75,616.29,39.0001,yes,no,yes,1,1,2,101-250,0.11,1.28327114950331
146,2000,GRC,11143,1847,NA,NA,male,NA,yes,NA,689.26,598.71,39.0001,yes,yes,yes,1,1,1,101-250,-0.6,0.434762052738217
147,2000,GRC,11145,1859,NA,NA,male,NA,NA,415.91,364.19,424.98,73.5428,yes,yes,yes,1,NA,1,251-500,-0.46,0.322067236087958
148,2000,GRC,11145,1870,NA,NA,female,NA,no,NA,526.56,463.4,73.5428,yes,no,yes,3+,0,1,11-50,-0.6,-0.778819197711178
149,2000,GRC,11145,1885,NA,NA,male,NA,yes,NA,428.05,483.96,73.5428,yes,yes,no,3+,1,3+,101-250,1.14,-0.0740260846118712
150,2000,GRC,11148,1899,NA,NA,female,NA,no,486.92,544.21,560.36,35.6571,yes,yes,yes,2,0,1,101-250,-0.36,1.05331864945939
151,2000,GRC,11148,1913,NA,NA,female,NA,yes,454.86,522.4,523.37,35.6571,yes,no,yes,3+,0,1,51-100,-0.36,0.140833084219106
152,2000,GRC,11149,1923,NA,NA,female,NA,no,NA,432.59,354.96,58.5,yes,yes,yes,2,0,1,51-100,-0.6,0.353947774671857
153,2000,GRC,11149,1936,NA,NA,female,NA,no,NA,398.7,381.16,58.5,yes,yes,no,3+,0,1,1-10,-0.6,-0.270969410634695
154,2000,GRC,11149,1944,NA,NA,female,NA,yes,444.91,514.17,502.56,58.5,yes,yes,yes,3+,1,1,more than 500,0.34,0.579232834252475
155,2000,GRC,11150,1962,NA,NA,male,NA,no,NA,596.55,571.65,23.4,yes,yes,yes,3+,1,2,101-250,0.85,1.51160960498326
156,2000,GRC,11150,1972,NA,NA,male,NA,no,NA,582.01,470.62,23.4,yes,yes,no,3+,0,1,51-100,-0.6,-0.00711057324574963
157,2000,GRC,11150,1984,NA,NA,male,NA,yes,515.13,573.25,528.72,23.4,yes,no,yes,2,1,1,101-250,-0.6,1.0266793131528
158,2000,GRC,11156,2001,NA,NA,male,NA,no,NA,484.75,624.87,28.0312,yes,yes,yes,3+,1,2,251-500,0.34,0.713308332689806
159,2000,GRC,11156,2012,NA,NA,female,NA,yes,605.98,559.66,579.3,28.0312,yes,no,no,2,0,1,51-100,-0.85,-1.64717715376005
160,2000,GRC,12010,2025,NA,NA,male,NA,no,422.81,395.14,425.95,39.5795,yes,no,yes,1,1,1,51-100,-0.6,-0.297608746941288
161,2000,GRC,12010,2041,NA,NA,male,NA,no,325.08,321.47,396.11,39.5795,no,no,no,3+,0,2,11-50,-0.85,-0.141680313020612
162,2000,GRC,12010,2052,NA,NA,male,NA,NA,NA,304.17,397.4,39.5795,NA,yes,NA,1,0,1,51-100,-1.23,-0.860407666061614
163,2000,GRC,12033,2060,NA,NA,male,NA,yes,NA,462.94,365.98,70.7657,yes,yes,yes,2,1,1,more than 500,0.11,1.21097712908035
164,2000,GRC,12033,2072,NA,NA,male,NA,no,457.92,426.05,586.52,70.7657,yes,yes,no,1,1,2,11-50,-1.13,0.341735324416962
165,2000,GRC,12033,2084,NA,NA,female,NA,no,386.17,544.21,510.74,70.7657,no,yes,no,2,0,3+,1-10,-0.6,-2.04387188472297
166,2000,GRC,12054,2102,NA,NA,female,NA,no,424.3,486.9,480.91,137.5106,yes,yes,no,3+,0,2,51-100,-0.12,0.248286698592061
167,2000,GRC,12054,2113,NA,NA,female,NA,no,622.01,638.74,539.61,137.5106,yes,yes,yes,1,0,1,101-250,-1.13,-0.000516724192398678
168,2000,GRC,12054,2123,NA,NA,female,NA,no,NA,502.02,514.82,137.5106,yes,yes,no,2,0,1,11-50,-1.13,-0.426746105097899
169,2000,GRC,12065,2136,NA,NA,female,NA,yes,NA,402.6,335.12,81.1125,yes,yes,no,3+,0,3+,51-100,0.59,1.18873369214266
170,2000,GRC,12065,2146,NA,NA,female,NA,NA,NA,318.71,336.96,81.1125,yes,yes,yes,2,0,1,11-50,-0.13,-0.2136556266116
171,2000,GRC,12081,2158,NA,NA,female,NA,no,457.92,322.43,496.31,92.7144,yes,no,yes,3+,1,2,more than 500,0.59,0.378010504174432
172,2000,GRC,12081,2171,NA,NA,female,NA,no,NA,425.67,351.55,92.7144,yes,yes,yes,2,0,1,more than 500,-0.36,0.478823103756463
173,2000,GRC,12081,2182,NA,NA,female,NA,no,418.23,451.5,462.93,92.7144,yes,no,no,2,0,0,51-100,-2.31,-1.93731453949659
174,2000,GRC,12091,2194,NA,NA,male,NA,no,NA,301.71,292.72,28.1455,yes,yes,no,2,0,2,1-10,-0.85,-1.4609226395498
175,2000,GRC,12091,2207,NA,NA,female,NA,yes,NA,372.34,436.19,28.1455,yes,yes,yes,3+,1,1,1-10,0.34,0.115090017059092
176,2000,GRC,12102,2218,NA,NA,female,NA,no,NA,497.48,506.7,29.7538,yes,yes,no,3+,0,1,51-100,-0.85,-1.44226807969903
177,2000,GRC,12102,2229,NA,NA,male,NA,no,NA,404.42,396.46,29.7538,yes,yes,no,1,0,1,51-100,-0.85,-1.87919373319151
178,2000,GRC,12102,2238,NA,NA,female,NA,no,510.55,565.07,502.56,29.7538,yes,yes,yes,2,0,1,11-50,-0.6,0.060915075299325
179,2000,GRC,12121,2258,NA,NA,male,NA,yes,592.21,595.06,610.81,78.8072,yes,yes,yes,1,0,1,more than 500,-0.85,0.969187035400506
180,2000,GRC,12121,2267,NA,NA,male,NA,no,NA,441.42,501.14,78.8072,yes,yes,no,3+,0,1,1-10,-0.85,-1.30907139816606
181,2000,GRC,12121,2278,NA,NA,female,NA,no,470.86,624.15,517.89,78.8072,yes,no,yes,2,0,1,11-50,-1.13,-1.65132344677542
